epoch,fit/inv_loss_epoch,fit/inv_loss_step,fit/loss_epoch,fit/loss_step,fit/sigreg_loss_epoch,fit/sigreg_loss_step,hparams/lr_default_0,step,validate/inv_loss_epoch,validate/inv_loss_step,validate/loss_epoch,validate/loss_step,validate/sigreg_loss_epoch,validate/sigreg_loss_step
0,,0.7858321666717529,,8.192082405090332,,148.0,0.000455000001238659,49,,,,,,
,,,,,,,,0,,0.0,,0.0,,0.0
,,,,,,,,1,,0.0,,0.0,,0.0
,,,,,,,,2,,0.0,,0.0,,0.0
,,,,,,,,3,,0.0,,0.0,,0.0
,,,,,,,,4,,0.0,,0.0,,0.0
,,,,,,,,5,,0.0,,0.0,,0.0
,,,,,,,,6,,0.0,,0.0,,0.0
,,,,,,,,7,,0.0,,0.0,,0.0
,,,,,,,,8,,0.0,,0.0,,0.0
,,,,,,,,9,,0.0,,0.0,,0.0
,,,,,,,,10,,0.0,,0.0,,0.0
,,,,,,,,11,,0.0,,0.0,,0.0
,,,,,,,,12,,0.0,,0.0,,0.0
,,,,,,,,13,,0.0,,0.0,,0.0
,,,,,,,,14,,0.0,,0.0,,0.0
,,,,,,,,15,,0.0,,0.0,,0.0
,,,,,,,,16,,0.0,,0.0,,0.0
,,,,,,,,17,,0.0,,0.0,,0.0
,,,,,,,,18,,0.0,,0.0,,0.0
,,,,,,,,19,,0.0,,0.0,,0.0
,,,,,,,,20,,0.0,,0.0,,0.0
,,,,,,,,21,,0.0,,0.0,,0.0
,,,,,,,,22,,0.0,,0.0,,0.0
0,,,,,,,,54,0.0,,0.0,,0.0,
0,0.5314544439315796,,18.66327667236328,,362.654541015625,,,54,,,,,,
1,,0.7116234302520752,,6.242873191833496,,110.5,0.000499915739055723,99,,,,,,
,,,,,,,,23,,0.0,,0.0,,0.0
,,,,,,,,24,,0.0,,0.0,,0.0
,,,,,,,,25,,0.0,,0.0,,0.0
,,,,,,,,26,,0.0,,0.0,,0.0
,,,,,,,,27,,0.0,,0.0,,0.0
,,,,,,,,28,,0.0,,0.0,,0.0
,,,,,,,,29,,0.0,,0.0,,0.0
,,,,,,,,30,,0.0,,0.0,,0.0
,,,,,,,,31,,0.0,,0.0,,0.0
,,,,,,,,32,,0.0,,0.0,,0.0
,,,,,,,,33,,0.0,,0.0,,0.0
