epoch,eval/knn_probe_top1,eval/linear_probe_top1_epoch,eval/linear_probe_top1_step,eval/linear_probe_top5_epoch,eval/linear_probe_top5_step,fit/inv_epoch,fit/inv_step,fit/loss_epoch,fit/loss_step,fit/sigreg_epoch,fit/sigreg_step,hparams/lr_default_0,hparams/lr_linear_probe,lr-AdamW,lr-AdamW-1,queue/embedding_fill_pct,queue/label_fill_pct,rankme,rankme/condition_number,rankme/entropy,rankme/top_singular_value,step,swa/n_averaged,train/linear_probe_loss_epoch,train/linear_probe_loss_step,validate/inv_epoch,validate/inv_step,validate/loss_epoch,validate/loss_step,validate/sigreg_epoch,validate/sigreg_step
,,,0.05365794152021408,,0.754587709903717,,,,,,,,,,,1.0,1.0,,,,,128,,,,,0.0,,0.0,,0.0
,,,0.0008680555620230734,,0.734375,,,,,,,,,,,1.0,1.0,,,,,129,,,,,0.0,,0.0,,0.0
,,,0.0026041667442768812,,0.7265625,,,,,,,,,,,1.0,1.0,,,,,130,,,,,0.0,,0.0,,0.0
,,,0.013943834230303764,,0.5794872045516968,,,,,,,,,,,1.0,1.0,,,,,131,,,,,0.0,,0.0,,0.0
,,,0.012500000186264515,,0.484375,,,,,,,,,,,1.0,1.0,,,,,132,,,,,0.0,,0.0,,0.0
,,,0.01171875,,0.5546875,,,,,,,,,,,1.0,1.0,,,,,133,,,,,0.0,,0.0,,0.0
,,,0.08838383853435516,,0.7340909242630005,,,,,,,,,,,1.0,1.0,,,,,134,,,,,0.0,,0.0,,0.0
,,,0.0849609375,,0.875,,,,,,,,,,,1.0,1.0,,,,,135,,,,,0.0,,0.0,,0.0
,,,0.0763888880610466,,0.8515625,,,,,,,,,,,1.0,1.0,,,,,136,,,,,0.0,,0.0,,0.0
,,,0.11833541095256805,,0.8867334127426147,,,,,,,,,,,1.0,1.0,,,,,137,,,,,0.0,,0.0,,0.0
,,,0.0529513880610466,,0.984375,,,,,,,,,,,1.0,1.0,,,,,138,,,,,0.0,,0.0,,0.0
,,,0.0654296875,,0.953125,,,,,,,,,,,1.0,1.0,,,,,139,,,,,0.0,,0.0,,0.0
,,,0.0546875,,0.96875,,,,,,,,,,,1.0,1.0,,,,,140,,,,,0.0,,0.0,,0.0
,,,0.02657480351626873,,0.9370079040527344,,,,,,,,,,,1.0,1.0,,,,,141,,,,,0.0,,0.0,,0.0
,,,0.0243055559694767,,0.8671875,,,,,,,,,,,1.0,1.0,,,,,142,,,,,0.0,,0.0,,0.0
,,,0.025390625,,0.8359375,,,,,,,,,,,1.0,1.0,,,,,143,,,,,0.0,,0.0,,0.0
,,,0.06609195470809937,,0.7543103694915771,,,,,,,,,,,1.0,1.0,,,,,144,,,,,0.0,,0.0,,0.0
,,,0.0361328125,,0.6640625,,,,,,,,,,,1.0,1.0,,,,,145,,,,,0.0,,0.0,,0.0
,,,0.0390625,,0.75,,,,,,,,,,,1.0,1.0,,,,,146,,,,,0.0,,0.0,,0.0
,,,0.06091349944472313,,0.5957095623016357,,,,,,,,,,,1.0,1.0,,,,,147,,,,,0.0,,0.0,,0.0
,,,0.0052083334885537624,,0.5703125,,,,,,,,,,,1.0,1.0,,,,,148,,,,,0.0,,0.0,,0.0
,,,0.0078125,,0.484375,,,,,,,,,,,1.0,1.0,,,,,149,,,,,0.0,,0.0,,0.0
,,,0.04270833358168602,,0.6666666269302368,,,,,,,,,,,1.0,1.0,,,,,150,,,,,0.0,,0.0,,0.0
,,,0.0569196417927742,,0.8984375,,,,,,,,,,,1.0,1.0,,,,,151,,,,,0.0,,0.0,,0.0
,,,0.0390625,,0.875,,,,,,,,,,,1.0,1.0,,,,,152,,,,,0.0,,0.0,,0.0
,,,0.09867110103368759,,0.9410299062728882,,,,,,,,,,,1.0,1.0,,,,,153,,,,,0.0,,0.0,,0.0
,,,0.0693359375,,0.9296875,,,,,,,,,,,1.0,1.0,,,,,154,,,,,0.0,,0.0,,0.0
