epoch,fit/inv_epoch,fit/inv_step,fit/loss_epoch,fit/loss_step,fit/sigreg_epoch,fit/sigreg_step,hparams/lr_default_0,hparams/lr_inet_probe,lr-AdamW,lr-AdamW-1,queue/embedding_fill_pct,step,train/inet_probe_loss_epoch,train/inet_probe_loss_step
0,,0.5928124189376831,,0.9482811689376831,,7.09375,0.0001185611545224674,0.0010000000474974513,,,1.0,2299,,7.1632080078125
,,,,,,,,,0.0001209352517985611,0.001,,2349,,
0,,0.5962426662445068,,0.9517114162445068,,7.09375,0.00012093524856027216,0.0010000000474974513,,,1.0,2349,,6.8172607421875
,,,,,,,,,0.00012330935251798555,0.001,,2399,,
0,,0.5964329838752747,,0.9714329838752747,,7.5,0.00012370503100100905,0.0010000000474974513,,,1.0,2399,,6.7581787109375
,,,,,,,,,0.0001260791366906474,0.001,,2449,,
0,,0.5512326955795288,,0.9301389455795288,,7.59375,0.00012607913231477141,0.0010000000474974513,,,1.0,2449,,7.01025390625
,,,,,,,,,0.00012845323741007185,0.001,,2499,,
0,,0.5519920587539673,,0.8918358087539673,,6.8125,0.00012845323362853378,0.0010000000474974513,,,1.0,2499,,6.784423828125
,,,,,,,,,0.00013082733812949627,0.001,,2549,,
0,,0.5562114715576172,,0.9273052215576172,,7.4375,0.00013082733494229615,0.0010000000474974513,,,1.0,2549,,6.884033203125
,,,,,,,,,0.00013320143884892075,0.001,,2599,,
0,,0.5712765455245972,,0.9189327955245972,,6.96875,0.00013359711738303304,0.0010000000474974513,,,1.0,2599,,6.5794677734375
,,,,,,,,,0.0001359712230215826,0.001,,2649,,
0,,0.5705175995826721,,0.8869238495826721,,6.3125,0.0001359712186967954,0.0010000000474974513,,,1.0,2649,,6.792724609375
,,,,,,,,,0.00013834532374100707,0.001,,2699,,
0,,0.5101542472839355,,0.8226542472839355,,6.25,0.00013834532001055777,0.0010000000474974513,,,1.0,2699,,6.948974609375
,,,,,,,,,0.00014071942446043152,0.001,,2749,,
0,,0.5826511979103088,,0.9127293229103088,,6.59375,0.00014071942132432014,0.0010000000474974513,,,1.0,2749,,6.8992919921875
,,,,,,,,,0.00014309352517985594,0.001,,2799,,
0,,0.5646514892578125,,0.9084014892578125,,6.875,0.00014348920376505703,0.0010000000474974513,,,1.0,2799,,7.218017578125
,,,,,,,,,0.00014586330935251781,0.001,,2849,,
0,,0.5938606262207031,,0.9141731262207031,,6.40625,0.0001458633050788194,0.0010000000474974513,,,1.0,2849,,7.2371826171875
,,,,,,,,,0.00014823741007194223,0.001,,2899,,
0,,0.5627951622009277,,0.8870139122009277,,6.5,0.00014823740639258176,0.0010000000474974513,,,1.0,2899,,6.6390380859375
,,,,,,,,,0.00015061151079136668,0.001,,2949,,
0,,0.5387566089630127,,0.8512566089630127,,6.25,0.00015061150770634413,0.0010000000474974513,,,1.0,2949,,6.8519287109375
,,,,,,,,,0.00015298561151079113,0.001,,2999,,
0,,0.5685272216796875,,0.8771209716796875,,6.1875,0.00015338129014708102,0.0010000000474974513,,,1.0,2999,,6.7391357421875
,,,,,,,,,0.00015575539568345295,0.001,,3049,,
0,,0.555825412273407,,0.868325412273407,,6.25,0.00015575539146084338,0.0010000000474974513,,,1.0,3049,,6.8779296875
,,,,,,,,,0.0001581294964028774,0.001,,3099,,
0,,0.5743057131767273,,0.8692275881767273,,5.90625,0.00015812949277460575,0.0010000000474974513,,,1.0,3099,,7.016845703125
,,,,,,,,,0.00016050359712230184,0.001,,3149,,
0,,0.542583703994751,,0.843364953994751,,6.0,0.00016050359408836812,0.0010000000474974513,,,1.0,3149,,6.8939208984375
,,,,,,,,,0.00016287769784172632,0.001,,3199,,
0,,0.5501686930656433,,0.8607155680656433,,6.21875,0.000163273376529105,0.0010000000474974513,,,1.0,3199,,6.87750244140625
,,,,,,,,,0.00016564748201438822,0.001,,3249,,
0,,0.5424118638038635,,0.8510056138038635,,6.15625,0.00016564747784286737,0.0010000000474974513,,,1.0,3249,,7.1754150390625
,,,,,,,,,0.0001680215827338127,0.001,,3299,,
0,,0.5588561296463013,,0.8674498796463013,,6.1875,0.00016802157915662974,0.0010000000474974513,,,1.0,3299,,6.3125
,,,,,,,,,0.0001703956834532372,0.001,,3349,,
0,,0.5843098163604736,,0.8675129413604736,,5.65625,0.0001703956804703921,0.0010000000474974513,,,1.0,3349,,6.94873046875
,,,,,,,,,0.00017276978417266165,0.001,,3399,,
0,,0.6018141508102417,,0.9045485258102417,,6.0625,0.000173165462911129,0.0010000000474974513,,,1.0,3399,,7.009521484375
,,,,,,,,,0.0001755395683453236,0.001,,3449,,
0,,0.5611013174057007,,0.8599294424057007,,5.96875,0.00017553956422489136,0.0010000000474974513,,,1.0,3449,,6.63116455078125
,,,,,,,,,0.00017791366906474808,0.001,,3499,,
0,,0.5731122493743896,,0.8465497493743896,,5.46875,0.00017791366553865373,0.0010000000474974513,,,1.0,3499,,6.7391357421875
,,,,,,,,,0.00018028776978417253,0.001,,3549,,
0,,0.5469522476196289,,0.8399209976196289,,5.84375,0.0001802877668524161,0.0010000000474974513,,,1.0,3549,,6.72686767578125
,,,,,,,,,0.00018266187050359703,0.001,,3599,,
0,,0.5454092621803284,,0.8481436371803284,,6.0625,0.000183057549293153,0.0010000000474974513,,,1.0,3599,,6.47119140625
,,,,,,,,,0.00018543165467625893,0.001,,3649,,
0,,0.5444746613502502,,0.8179121613502502,,5.46875,0.00018543165060691535,0.0010000000474974513,,,1.0,3649,,6.94287109375
,,,,,,,,,0.00018780575539568338,0.001,,3699,,
0,,0.5170058608055115,,0.7884902358055115,,5.4375,0.00018780575192067772,0.0010000000474974513,,,1.0,3699,,6.650390625
,,,,,,,,,0.00019017985611510788,0.001,,3749,,
0,,0.5328408479690552,,0.8062783479690552,,5.46875,0.0001901798532344401,0.0010000000474974513,,,1.0,3749,,6.4993896484375
,,,,,,,,,0.00019255395683453238,0.001,,3799,,
0,,0.536604642868042,,0.806135892868042,,5.40625,0.00019294963567517698,0.0010000000474974513,,,1.0,3799,,6.687347412109375
,,,,,,,,,0.00019532374100719426,0.001,,3849,,
0,,0.5430095195770264,,0.8125407695770264,,5.40625,0.00019532373698893934,0.0010000000474974513,,,1.0,3849,,6.828125
,,,,,,,,,0.00019769784172661879,0.001,,3899,,
0,,0.502190351486206,,0.779534101486206,,5.53125,0.0001976978383027017,0.0010000000474974513,,,1.0,3899,,6.58062744140625
,,,,,,,,,0.00020007194244604323,0.001,,3949,,
0,,0.5471994280815125,,0.8050119280815125,,5.15625,0.00020007193961646408,0.0010000000474974513,,,1.0,3949,,6.6683349609375
,,,,,,,,,0.00020244604316546773,0.001,,3999,,
0,,0.5280596613883972,,0.7819659113883972,,5.09375,0.00020284172205720097,0.0010000000474974513,,,1.0,3999,,6.68780517578125
,,,,,,,,,0.0002052158273381297,0.001,,4049,,
0,,0.5648540258407593,,0.8324321508407593,,5.34375,0.00020521582337096334,0.0010000000474974513,,,1.0,4049,,7.079345703125
,,,,,,,,,0.0002075899280575541,0.001,,4099,,
0,,0.5135728120803833,,0.7889634370803833,,5.5,0.0002075899246847257,0.0010000000474974513,,,1.0,4099,,6.58880615234375
,,,,,,,,,0.0002099640287769786,0.001,,4149,,
0,,0.5439852476119995,,0.8096102476119995,,5.3125,0.00020996402599848807,0.0010000000474974513,,,1.0,4149,,6.56378173828125
,,,,,,,,,0.00021233812949640306,0.001,,4199,,
0,,0.5513429641723633,,0.8150148391723633,,5.28125,0.00021273380843922496,0.0010000000474974513,,,1.0,4199,,6.710693359375
,,,,,,,,,0.00021510791366906497,0.001,,4249,,
0,,0.5317217707633972,,0.7992998957633972,,5.34375,0.00021510790975298733,0.0010000000474974513,,,1.0,4249,,6.83026123046875
,,,,,,,,,0.00021748201438848952,0.001,,4299,,
0,,0.5235916376113892,,0.7794510126113892,,5.125,0.0002174820110667497,0.0010000000474974513,,,1.0,4299,,6.326171875
,,,,,,,,,0.00021985611510791397,0.001,,4349,,
0,,0.5143434405326843,,0.7799684405326843,,5.3125,0.00021985611238051206,0.0010000000474974513,,,1.0,4349,,6.635498046875
,,,,,,,,,0.00022223021582733841,0.001,,4399,,
0,,0.5392330884933472,,0.8048580884933472,,5.3125,0.00022262589482124895,0.0010000000474974513,,,1.0,4399,,6.50152587890625
,,,,,,,,,0.0002250000000000003,0.001,,4449,,
0,,0.5206807851791382,,0.7784932851791382,,5.15625,0.00022499999613501132,0.0010000000474974513,,,1.0,4449,,6.395263671875
,,,,,,,,,0.0002273741007194247,0.001,,4499,,
0,,0.5235368609428406,,0.7911149859428406,,5.34375,0.00022737409744877368,0.0010000000474974513,,,1.0,4499,,6.549560546875
,,,,,,,,,0.0002297482014388492,0.001,,4549,,
0,,0.5231525301933289,,0.7829181551933289,,5.1875,0.00022974819876253605,0.0010000000474974513,,,1.0,4549,,6.33880615234375
,,,,,,,,,0.0002321223021582737,0.001,,4599,,
0,,0.5128805041313171,,0.7726461291313171,,5.1875,0.00023251798120327294,0.0010000000474974513,,,1.0,4599,,6.21875
,,,,,,,,,0.0002348920863309355,0.001,,4649,,
0,,0.5317099094390869,,0.7738974094390869,,4.84375,0.0002348920825170353,0.0010000000474974513,,,1.0,4649,,6.0693359375
,,,,,,,,,0.00023726618705035998,0.001,,4699,,
0,,0.5273387432098389,,0.7792918682098389,,5.03125,0.00023726618383079767,0.0010000000474974513,,,1.0,4699,,6.7750244140625
,,,,,,,,,0.00023964028776978446,0.001,,4749,,
0,,0.5110412836074829,,0.7708069086074829,,5.1875,0.00023964028514456004,0.0010000000474974513,,,1.0,4749,,6.387451171875
,,,,,,,,,0.00024201438848920888,0.001,,4799,,
0,,0.5118138194084167,,0.7696263194084167,,5.15625,0.00024241006758529693,0.0010000000474974513,,,1.0,4799,,6.70611572265625
,,,,,,,,,0.00024478417266187065,0.001,,4849,,
0,,0.5357462167739868,,0.8111368417739868,,5.5,0.0002447841688990593,0.0010000000474974513,,,1.0,4849,,6.56201171875
,,,,,,,,,0.0002471582733812951,0.001,,4899,,
0,,0.527802586555481,,0.795380711555481,,5.34375,0.0002471582847647369,0.0010000000474974513,,,1.0,4899,,6.58843994140625
,,,,,,,,,0.00024953237410071965,0.001,,4949,,
0,,0.5206875205039978,,0.7804531455039978,,5.1875,0.00024953237152658403,0.0010000000474974513,,,1.0,4949,,6.39801025390625
,,,,,,,,,0.0002519064748201442,0.001,,4999,,
0,,0.5291857123374939,,0.7830919623374939,,5.0625,0.0002523021539673209,0.0010000000474974513,,,1.0,4999,,6.6331787109375
,,,,,,,,,0.000254676258992806,0.001,,5049,,
0,,0.49314743280410767,,0.7470536828041077,,5.0625,0.0002546762698329985,0.0010000000474974513,,,1.0,5049,,6.2308349609375
,,,,,,,,,0.0002570503597122304,0.001,,5099,,
0,,0.5448117256164551,,0.7987179756164551,,5.09375,0.00025705035659484565,0.0010000000474974513,,,1.0,5099,,6.67919921875
,,,,,,,,,0.0002594244604316549,0.001,,5149,,
0,,0.5223153233528137,,0.7762215733528137,,5.09375,0.00025942447246052325,0.0010000000474974513,,,1.0,5149,,6.42919921875
,,,,,,,,,0.0002617985611510793,0.001,,5199,,
0,,0.4898632764816284,,0.7340039014816284,,4.875,0.00026219425490126014,0.0010000000474974513,,,1.0,5199,,6.4339599609375
,,,,,,,,,0.0002645683453237412,0.001,,5249,,
0,,0.5037456154823303,,0.7596049904823303,,5.125,0.0002645683416631073,0.0010000000474974513,,,1.0,5249,,6.6944580078125
,,,,,,,,,0.0002669424460431656,0.001,,5299,,
0,,0.5118376016616821,,0.7618376016616821,,5.0,0.00026694245752878487,0.0010000000474974513,,,1.0,5299,,6.38153076171875
,,,,,,,,,0.00026931654676259003,0.001,,5349,,
0,,0.5643590092658997,,0.8114293217658997,,4.9375,0.000269316544290632,0.0010000000474974513,,,1.0,5349,,6.7763824462890625
,,,,,,,,,0.0002716906474820145,0.001,,5399,,
0,,0.4995648264884949,,0.7495648264884949,,5.0,0.0002720863267313689,0.0010000000474974513,,,1.0,5399,,6.35205078125
,,,,,,,,,0.0002744604316546765,0.001,,5449,,
0,,0.5069751739501953,,0.7647876739501953,,5.15625,0.0002744604425970465,0.0010000000474974513,,,1.0,5449,,6.394073486328125
,,,,,,,,,0.00027683453237410097,0.001,,5499,,
0,,0.5207498073577881,,0.7551248073577881,,4.6875,0.00027683452935889363,0.0010000000474974513,,,1.0,5499,,6.41973876953125
,,,,,,,,,0.00027920863309352544,0.001,,5549,,
0,,0.4850028455257416,,0.740862250328064,,5.125,0.00027920864522457123,0.0010000000474974513,,,1.0,5549,,6.05242919921875
,,,,,,,,,0.00028158273381294997,0.001,,5599,,
0,,0.5235411524772644,,0.7549864649772644,,4.625,0.0002819784276653081,0.0010000000474974513,,,1.0,5599,,6.5965576171875
,,,,,,,,,0.0002843525179856118,0.001,,5649,,
0,,0.5406030416488647,,0.7730249166488647,,4.65625,0.00028435251442715526,0.0010000000474974513,,,1.0,5649,,5.948883056640625
,,,,,,,,,0.0002867266187050362,0.001,,5699,,
0,,0.495027631521225,,0.7430745363235474,,4.96875,0.00028672663029283285,0.0010000000474974513,,,1.0,5699,,6.021484375
,,,,,,,,,0.00028910071942446063,0.001,,5749,,
0,,0.4604809284210205,,0.7026684284210205,,4.84375,0.00028910071705468,0.0010000000474974513,,,1.0,5749,,6.2314453125
,,,,,,,,,0.0002914748201438851,0.001,,5799,,
0,,0.5007054209709167,,0.7585179209709167,,5.15625,0.0002918704994954169,0.0010000000474974513,,,1.0,5799,,6.710205078125
,,,,,,,,,0.0002942446043165471,0.001,,5849,,
0,,0.525985598564148,,0.757430911064148,,4.625,0.0002942446153610945,0.0010000000474974513,,,1.0,5849,,6.48468017578125
,,,,,,,,,0.00029661870503597157,0.001,,5899,,
0,,0.48901623487472534,,0.7214381098747253,,4.65625,0.0002966187021229416,0.0010000000474974513,,,1.0,5899,,6.27301025390625
,,,,,,,,,0.0002989928057553961,0.001,,5949,,
0,,0.4769356846809387,,0.7220528721809387,,4.90625,0.0002989928179886192,0.0010000000474974513,,,1.0,5949,,6.338134765625
,,,,,,,,,0.00030136690647482057,0.001,,5999,,
0,,0.5419138669967651,,0.7782419919967651,,4.71875,0.0003017626004293561,0.0010000000474974513,,,1.0,5999,,6.583984375
,,,,,,,,,0.00030413669064748244,0.001,,6049,,
0,,0.5127646923065186,,0.7451865673065186,,4.65625,0.00030413668719120324,0.0010000000474974513,,,1.0,6049,,6.282958984375
,,,,,,,,,0.000306510791366907,0.001,,6099,,
0,,0.486510694026947,,0.728698194026947,,4.84375,0.00030651080305688083,0.0010000000474974513,,,1.0,6099,,6.45269775390625
,,,,,,,,,0.0003088848920863315,0.001,,6149,,
0,,0.500407874584198,,0.729900062084198,,4.59375,0.00030888488981872797,0.0010000000474974513,,,1.0,6149,,5.7156982421875
,,,,,,,,,0.000311258992805756,0.001,,6199,,
0,,0.49725741147994995,,0.73749178647995,,4.8125,0.00031165467225946486,0.0010000000474974513,,,1.0,6199,,6.359130859375
,,,,,,,,,0.0003140287769784179,0.001,,6249,,
0,,0.505696713924408,,0.749837338924408,,4.875,0.00031402878812514246,0.0010000000474974513,,,1.0,6249,,6.1348876953125
,,,,,,,,,0.0003164028776978424,0.001,,6299,,
0,,0.5120598077774048,,0.7483879327774048,,4.71875,0.0003164028748869896,0.0010000000474974513,,,1.0,6299,,6.54278564453125
,,,,,,,,,0.0003187769784172668,0.001,,6349,,
0,,0.5244574546813965,,0.7666449546813965,,4.84375,0.0003187769907526672,0.0010000000474974513,,,1.0,6349,,6.3843994140625
,,,,,,,,,0.0003211510791366913,0.001,,6399,,
0,,0.49643993377685547,,0.7288618087768555,,4.65625,0.0003215467731934041,0.0010000000474974513,,,1.0,6399,,6.2708740234375
,,,,,,,,,0.0003239208633093532,0.001,,6449,,
0,,0.5032439827919006,,0.7473846077919006,,4.875,0.0003239208599552512,0.0010000000474974513,,,1.0,6449,,6.2259521484375
,,,,,,,,,0.0003262949640287778,0.001,,6499,,
0,,0.5188958644866943,,0.7630364894866943,,4.875,0.0003262949758209288,0.0010000000474974513,,,1.0,6499,,6.4071044921875
,,,,,,,,,0.0003286690647482023,0.001,,6549,,
0,,0.5004080533981323,,0.7289236783981323,,4.5625,0.00032866906258277595,0.0010000000474974513,,,1.0,6549,,5.8392333984375
,,,,,,,,,0.0003310431654676268,0.001,,6599,,
0,,0.49735522270202637,,0.7297770977020264,,4.65625,0.00033143884502351284,0.0010000000474974513,,,1.0,6599,,6.36431884765625
,,,,,,,,,0.0003338129496402887,0.001,,6649,,
0,,0.48106032609939575,,0.7261775135993958,,4.90625,0.00033381296088919044,0.0010000000474974513,,,1.0,6649,,6.267822265625
,,,,,,,,,0.0003361870503597132,0.001,,6699,,
0,,0.48084938526153564,,0.7210837602615356,,4.8125,0.0003361870476510376,0.0010000000474974513,,,1.0,6699,,6.178955078125
,,,,,,,,,0.0003385611510791377,0.001,,6749,,
0,,0.4907759428024292,,0.7407759428024292,,5.0,0.00033856116351671517,0.0010000000474974513,,,1.0,6749,,6.19775390625
,,,,,,,,,0.00034093525179856225,0.001,,6799,,
0,,0.43209654092788696,,0.672330915927887,,4.8125,0.00034133094595745206,0.0010000000474974513,,,1.0,6799,,6.10382080078125
,,,,,,,,,0.0003437050359712242,0.001,,6849,,
0,,0.5135170221328735,,0.7430092096328735,,4.59375,0.0003437050327192992,0.0010000000474974513,,,1.0,6849,,5.911041259765625
,,,,,,,,,0.00034607913669064877,0.001,,6899,,
0,,0.5155134201049805,,0.7547712326049805,,4.78125,0.0003460791485849768,0.0010000000474974513,,,1.0,6899,,6.7369384765625
,,,,,,,,,0.00034845323741007324,0.001,,6949,,
0,,0.520309329032898,,0.756637454032898,,4.71875,0.00034845323534682393,0.0010000000474974513,,,1.0,6949,,6.220703125
,,,,,,,,,0.0003508273381294977,0.001,,6999,,
0,,0.5136522054672241,,0.7431443929672241,,4.59375,0.0003512230177875608,0.0010000000474974513,,,1.0,6999,,6.3946533203125
,,,,,,,,,0.00035359712230215965,0.001,,7049,,
0,,0.48811444640159607,,0.7088176012039185,,4.40625,0.0003535971336532384,0.0010000000474974513,,,1.0,7049,,6.3009033203125
,,,,,,,,,0.0003559712230215842,0.001,,7099,,
0,,0.49581488966941833,,0.7038227319717407,,4.15625,0.00035597122041508555,0.0010000000474974513,,,1.0,7099,,6.42742919921875
,,,,,,,,,0.0003583453237410087,0.001,,7149,,
0,,0.5167913436889648,,0.7492132186889648,,4.65625,0.00035834533628076315,0.0010000000474974513,,,1.0,7149,,6.55908203125
,,,,,,,,,0.0003607194244604332,0.001,,7199,,
0,,0.4947683811187744,,0.7184011936187744,,4.46875,0.00036111511872150004,0.0010000000474974513,,,1.0,7199,,6.233062744140625
,,,,,,,,,0.00036348920863309506,0.001,,7249,,
0,,0.48433297872543335,,0.7206611037254333,,4.71875,0.0003634892054833472,0.0010000000474974513,,,1.0,7249,,6.18597412109375
,,,,,,,,,0.0003658633093525195,0.001,,7299,,
