epoch,eval/knn_probe_top1,eval/linear_probe_top1_epoch,eval/linear_probe_top1_step,eval/linear_probe_top5_epoch,eval/linear_probe_top5_step,fit/inv_epoch,fit/inv_step,fit/loss_epoch,fit/loss_step,fit/sigreg_epoch,fit/sigreg_step,hparams/lr_default_0,hparams/lr_linear_probe,lr-AdamW-1,lr-AdamW/pg1,lr-AdamW/pg10,lr-AdamW/pg11,lr-AdamW/pg12,lr-AdamW/pg13,lr-AdamW/pg14,lr-AdamW/pg15,lr-AdamW/pg16,lr-AdamW/pg17,lr-AdamW/pg18,lr-AdamW/pg19,lr-AdamW/pg2,lr-AdamW/pg20,lr-AdamW/pg21,lr-AdamW/pg22,lr-AdamW/pg23,lr-AdamW/pg24,lr-AdamW/pg25,lr-AdamW/pg26,lr-AdamW/pg3,lr-AdamW/pg4,lr-AdamW/pg5,lr-AdamW/pg6,lr-AdamW/pg7,lr-AdamW/pg8,lr-AdamW/pg9,queue/embedding_fill_pct,queue/label_fill_pct,rankme,rankme/condition_number,rankme/entropy,rankme/top_singular_value,step,train/linear_probe_loss_epoch,train/linear_probe_loss_step,validate/inv_epoch,validate/inv_step,validate/loss_epoch,validate/loss_step,validate/sigreg_epoch,validate/sigreg_step
,,,0.0512152761220932,,0.9140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4514,,,,0.0,,0.0,,0.0
,,,0.04531250149011612,,0.921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4515,,,,0.0,,0.0,,0.0
,,,0.12315608561038971,,0.9386792182922363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4516,,,,0.0,,0.0,,0.0
,,,0.1044921875,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4517,,,,0.0,,0.0,,0.0
,,,0.1354166716337204,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4518,,,,0.0,,0.0,,0.0
,,,0.1205357164144516,,0.9921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4519,,,,0.0,,0.0,,0.0
,,,0.22438094019889832,,0.8253333568572998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4520,,,,0.0,,0.0,,0.0
,,,0.1123046875,,0.9921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4521,,,,0.0,,0.0,,0.0
,,,0.1305803507566452,,0.9921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4522,,,,0.0,,0.0,,0.0
,,,0.2003968358039856,,0.9957983493804932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4523,,,,0.0,,0.0,,0.0
,,,0.1071428582072258,,0.96875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4524,,,,0.0,,0.0,,0.0
,,,0.12109375,,0.9921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4525,,,,0.0,,0.0,,0.0
,,,0.16161616146564484,,0.9588744640350342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4526,,,,0.0,,0.0,,0.0
,,,0.0807291641831398,,0.9296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4527,,,,0.0,,0.0,,0.0
,,,0.0833333358168602,,0.953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4528,,,,0.0,,0.0,,0.0
,,,0.1645219326019287,,0.9180572628974915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4529,,,,0.0,,0.0,,0.0
,,,0.0947265625,,0.953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4530,,,,0.0,,0.0,,0.0
,,,0.099609375,,0.953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4531,,,,0.0,,0.0,,0.0
,,,0.14812806248664856,,0.9770935773849487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4532,,,,0.0,,0.0,,0.0
,,,0.140625,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4533,,,,0.0,,0.0,,0.0
,,,0.1227678582072258,,0.984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4534,,,,0.0,,0.0,,0.0
,,,0.22860735654830933,,0.9905660152435303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4535,,,,0.0,,0.0,,0.0
,,,0.1796875,,0.9921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4536,,,,0.0,,0.0,,0.0
,,,0.08046875149011612,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4537,,,,0.0,,0.0,,0.0
,,,0.3344459533691406,,0.9882352948188782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4538,,,,0.0,,0.0,,0.0
,,,0.1276041716337204,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4539,,,,0.0,,0.0,,0.0
,,,0.14453125,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4540,,,,0.0,,0.0,,0.0
,,,0.24152006208896637,,0.9714285731315613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4541,,,,0.0,,0.0,,0.0
,,,0.0920138880610466,,0.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4542,,,,0.0,,0.0,,0.0
,,,0.13671875,,0.9453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4543,,,,0.0,,0.0,,0.0
,,,0.12539759278297424,,0.8896501064300537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4544,,,,0.0,,0.0,,0.0
,,,0.04609375074505806,,0.9453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4545,,,,0.0,,0.0,,0.0
,,,0.04296875,,0.859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4546,,,,0.0,,0.0,,0.0
,,,0.12598291039466858,,0.9523809552192688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4547,,,,0.0,,0.0,,0.0
,,,0.14453125,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4548,,,,0.0,,0.0,,0.0
,,,0.1380208283662796,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4549,,,,0.0,,0.0,,0.0
,,,0.25032466650009155,,0.9761363863945007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4550,,,,0.0,,0.0,,0.0
,,,0.0989583358168602,,0.984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4551,,,,0.0,,0.0,,0.0
,,,0.1294642835855484,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4552,,,,0.0,,0.0,,0.0
,,,0.22733774781227112,,0.9946808815002441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4553,,,,0.0,,0.0,,0.0
,,,0.15000000596046448,,0.984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4554,,,,0.0,,0.0,,0.0
,,,0.12109375,,0.9765625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4555,,,,0.0,,0.0,,0.0
,,,0.1037946417927742,,0.984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4556,,,,0.0,,0.0,,0.0
,,,0.07874015718698502,,0.9645669460296631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4557,,,,0.0,,0.0,,0.0
,,,0.0815972238779068,,0.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4558,,,,0.0,,0.0,,0.0
,,,0.0789930522441864,,0.9296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4559,,,,0.0,,0.0,,0.0
,,,0.12586206197738647,,0.8821839094161987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4560,,,,0.0,,0.0,,0.0
,,,0.0850694477558136,,0.9453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4561,,,,0.0,,0.0,,0.0
,,,0.09765625,,0.96875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4562,,,,0.0,,0.0,,0.0
,,,0.20209938287734985,,0.9765310287475586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4563,,,,0.0,,0.0,,0.0
,,,0.1216517835855484,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4564,,,,0.0,,0.0,,0.0
,,,0.1103515625,,0.984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4565,,,,0.0,,0.0,,0.0
,,,0.2232142984867096,,0.9947916269302368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4566,,,,0.0,,0.0,,0.0
,,,0.0928819477558136,,0.9921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4567,,,,0.0,,0.0,,0.0
,,,0.0911458358168602,,0.9921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4568,,,,0.0,,0.0,,0.0
,,,0.2647656202316284,,0.988095223903656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4569,,,,0.0,,0.0,,0.0
,,,0.1458333283662796,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4570,,,,0.0,,0.0,,0.0
,,,0.1171875,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4571,,,,0.0,,0.0,,0.0
,,,0.2509060204029083,,0.9734513163566589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4572,,,,0.0,,0.0,,0.0
,,,0.1044921875,,0.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4573,,,,0.0,,0.0,,0.0
,,,0.1380208283662796,,0.921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4574,,,,0.0,,0.0,,0.0
,,,0.11484848707914352,,0.8434343338012695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4575,,,,0.0,,0.0,,0.0
,,,0.04296875,,0.921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4576,,,,0.0,,0.0,,0.0
,,,0.03515625,,0.859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4577,,,,0.0,,0.0,,0.0
,,,0.17489713430404663,,0.949999988079071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4578,,,,0.0,,0.0,,0.0
,,,0.1432291716337204,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4579,,,,0.0,,0.0,,0.0
,,,0.1160714253783226,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4580,,,,0.0,,0.0,,0.0
,,,0.29705488681793213,,0.971753716468811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4581,,,,0.0,,0.0,,0.0
,,,0.1123046875,,0.984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4582,,,,0.0,,0.0,,0.0
,,,0.15234375,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4583,,,,0.0,,0.0,,0.0
,,,0.25961294770240784,,0.9901961088180542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4584,,,,0.0,,0.0,,0.0
,,,0.1082589253783226,,0.96875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4585,,,,0.0,,0.0,,0.0
,,,0.12109375,,0.984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4586,,,,0.0,,0.0,,0.0
,,,0.15811492502689362,,0.9822812676429749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4587,,,,0.0,,0.0,,0.0
,,,0.07187499850988388,,0.9140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4588,,,,0.0,,0.0,,0.0
,,,0.091796875,,0.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4589,,,,0.0,,0.0,,0.0
,,,0.19117891788482666,,0.9477884769439697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4590,,,,0.0,,0.0,,0.0
,,,0.09375,,0.9296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4591,,,,0.0,,0.0,,0.0
,,,0.0789930522441864,,0.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4592,,,,0.0,,0.0,,0.0
,,,0.22193877398967743,,0.9955357313156128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4593,,,,0.0,,0.0,,0.0
,,,0.1194196417927742,,0.9921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4594,,,,0.0,,0.0,,0.0
,,,0.1216517835855484,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4595,,,,0.0,,0.0,,0.0
,,,0.17395105957984924,,0.9459984302520752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4596,,,,0.0,,0.0,,0.0
,,,0.1216517835855484,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4597,,,,0.0,,0.0,,0.0
,,,0.0920138880610466,,0.9921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4598,,,,0.0,,0.0,,0.0
,,,0.1391076147556305,,0.9842519760131836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4599,,,,0.0,,0.0,,0.0
49,0.7641615867614746,0.7725768685340881,,0.9669545888900757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.4838104248047,15716.98046875,5.25480318069458,473.387939453125,11049,,,0.0,,0.0,,0.0,
49,,,,,,0.38328179717063904,,0.5725725889205933,,9.464825630187988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11049,0.9683990478515625,,,,,,,
,,,,,,,,,,,,,,0.03,7.553855138381379e-06,2.3513551310652478e-05,3.12958031584646e-05,3.12958031584646e-05,4.167213895554677e-05,4.167213895554677e-05,5.5507253351657527e-05,5.5507253351657527e-05,7.395407254647212e-05,7.395407254647212e-05,9.854983147289021e-05,7.553855138381379e-06,9.854983147289021e-05,0.00013134417670811446,0.00013134417670811446,0.0001750699703550798,0.0001750699703550798,0.00023337102855103427,0.00023337102855103427,1.001620826210359e-05,1.001620826210359e-05,1.3299345760399262e-05,1.3299345760399262e-05,1.767686242479315e-05,1.767686242479315e-05,2.3513551310652478e-05,,,,,,,11099,,,,,,,,
50,,,,,,,0.3661823868751526,,0.5442829728126526,,8.90625,7.552899660367984e-06,0.029999999329447746,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,11099,,1.0240448713302612,,,,,,
,,,,,,,,,,,,,,0.03,7.506043498270485e-06,2.335907560831114e-05,3.108931602768328e-05,3.108931602768328e-05,4.139630325351214e-05,4.139630325351214e-05,5.513895288795181e-05,5.513895288795181e-05,7.346248573387159e-05,7.346248573387159e-05,9.789386286176337e-05,7.506043498270485e-06,9.789386286176337e-05,0.000130469032365619,0.000130469032365619,0.00017390259170409303,0.00017390259170409303,0.00023181400415539242,0.00023181400415539242,9.951939880962856e-06,9.951939880962856e-06,1.3213135057885401e-05,1.3213135057885401e-05,1.7561395293781805e-05,1.7561395293781805e-05,2.335907560831114e-05,,,,,,,11149,,,,,,,,
50,,,,,,,0.37429824471473694,,0.5630189180374146,,9.4375,7.50508661440108e-06,0.029999999329447746,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,11149,,0.842327356338501,,,,,,
,,,,,,,,,,,,,,0.03,7.458171312131058e-06,2.3204404286445792e-05,3.08825674129687e-05,3.08825674129687e-05,4.112011824833194e-05,4.112011824833194e-05,5.477018602881743e-05,5.477018602881743e-05,7.297027640279836e-05,7.297027640279836e-05,9.723706356810491e-05,7.458171312131058e-06,9.723706356810491e-05,0.00012959277978851364,0.00012959277978851364,0.00017273373474905842,0.00017273373474905842,0.0002302550080297857,0.0002302550080297857,9.887590113882859e-06,9.887590113882859e-06,1.3126815182884637e-05,1.3126815182884637e-05,1.744578194155335e-05,1.744578194155335e-05,2.3204404286445792e-05,,,,,,,11199,,,,,,,,
50,,,,,,,0.3857341408729553,,0.5853191018104553,,9.9765625,7.457213087036507e-06,0.029999999329447746,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,11199,,1.2506836652755737,,,,,,
,,,,,,,,,,,,,,0.03,7.4102415656976245e-06,2.304954699173317e-05,3.067557020900002e-05,3.067557020900002e-05,4.0843601165355e-05,4.0843601165355e-05,5.4400975773829597e-05,5.4400975773829597e-05,7.2477475251796e-05,7.2477475251796e-05,9.65794745557498e-05,7.4102415656976245e-06,9.65794745557498e-05,0.00012871547362768815,0.00012871547362768815,0.0001715634723902727,0.0001715634723902727,0.00022869413740705266,0.00022869413740705266,9.823162974286356e-06,9.823162974286356e-06,1.3040391519070694e-05,1.3040391519070694e-05,1.733002957878284e-05,1.733002957878284e-05,2.304954699173317e-05,,,,,,,11249,,,,,,,,
50,,,,,,,0.38028278946876526,,0.5926851034164429,,10.6171875,7.409282261505723e-06,0.029999999329447746,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,11249,,1.0937762260437012,,,,,,
,,,0.0451388880610466,,0.859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4600,,,,0.0,,0.0,,0.0
,,,0.0647321417927742,,0.9140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4601,,,,0.0,,0.0,,0.0
,,,0.11789512634277344,,0.8887054920196533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4602,,,,0.0,,0.0,,0.0
,,,0.16093750298023224,,0.96875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4603,,,,0.0,,0.0,,0.0
,,,0.1328125,,0.9765625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4604,,,,0.0,,0.0,,0.0
,,,0.20604395866394043,,0.9615384340286255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4605,,,,0.0,,0.0,,0.0
,,,0.0711805522441864,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4606,,,,0.0,,0.0,,0.0
,,,0.0651041641831398,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4607,,,,0.0,,0.0,,0.0
,,,0.16756004095077515,,0.9952830076217651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4608,,,,0.0,,0.0,,0.0
,,,0.1060267835855484,,0.984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4609,,,,0.0,,0.0,,0.0
,,,0.0993303582072258,,0.9765625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4610,,,,0.0,,0.0,,0.0
,,,0.1015625,,0.9921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4611,,,,0.0,,0.0,,0.0
,,,0.2644444406032562,,0.8253333568572998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4612,,,,0.0,,0.0,,0.0
,,,0.17812499403953552,,0.9921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4613,,,,0.0,,0.0,,0.0
,,,0.15234375,,0.9921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4614,,,,0.0,,0.0,,0.0
,,,0.20564892888069153,,0.9831932783126831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4615,,,,0.0,,0.0,,0.0
,,,0.095703125,,0.96875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4616,,,,0.0,,0.0,,0.0
,,,0.09375,,0.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4617,,,,0.0,,0.0,,0.0
,,,0.2299010455608368,,0.9772727489471436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4618,,,,0.0,,0.0,,0.0
,,,0.1796875,,0.9921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4619,,,,0.0,,0.0,,0.0
,,,0.1497395783662796,,0.9921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4620,,,,0.0,,0.0,,0.0
,,,0.24276818335056305,,0.9909090995788574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4621,,,,0.0,,0.0,,0.0
,,,0.17499999701976776,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4622,,,,0.0,,0.0,,0.0
,,,0.17812499403953552,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4623,,,,0.0,,0.0,,0.0
,,,0.16896551847457886,,0.9568965435028076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4624,,,,0.0,,0.0,,0.0
,,,0.0859375,,0.9453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4625,,,,0.0,,0.0,,0.0
,,,0.09375,,0.9453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4626,,,,0.0,,0.0,,0.0
,,,0.1773899346590042,,0.9638993740081787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4627,,,,0.0,,0.0,,0.0
,,,0.17499999701976776,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4628,,,,0.0,,0.0,,0.0
,,,0.1276041716337204,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4629,,,,0.0,,0.0,,0.0
,,,0.18745359778404236,,0.9302325248718262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4630,,,,0.0,,0.0,,0.0
,,,0.052734375,,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4631,,,,0.0,,0.0,,0.0
,,,0.0520833320915699,,0.8828125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4632,,,,0.0,,0.0,,0.0
,,,0.15246304869651794,,0.9110837578773499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4633,,,,0.0,,0.0,,0.0
,,,0.1263020783662796,,0.9609375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4634,,,,0.0,,0.0,,0.0
,,,0.1419270783662796,,0.9765625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4635,,,,0.0,,0.0,,0.0
,,,0.17298752069473267,,0.9426229596138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4636,,,,0.0,,0.0,,0.0
,,,0.0703125,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4637,,,,0.0,,0.0,,0.0
,,,0.0694444477558136,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4638,,,,0.0,,0.0,,0.0
,,,0.20512820780277252,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4639,,,,0.0,,0.0,,0.0
,,,0.0986328125,,0.984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4640,,,,0.0,,0.0,,0.0
,,,0.095703125,,0.984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4641,,,,0.0,,0.0,,0.0
,,,0.24545453488826752,,0.9818181991577148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4642,,,,0.0,,0.0,,0.0
,,,0.15234375,,0.984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4643,,,,0.0,,0.0,,0.0
,,,0.3072916567325592,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4644,,,,0.0,,0.0,,0.0
,,,0.22733774781227112,,0.9652690887451172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4645,,,,0.0,,0.0,,0.0
,,,0.0966796875,,0.984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,4646,,,,0.0,,0.0,,0.0
