epoch,eval/knn_probe_top1,eval/linear_probe_top1_epoch,eval/linear_probe_top1_step,eval/linear_probe_top5_epoch,eval/linear_probe_top5_step,fit/inv_epoch,fit/inv_step,fit/loss_epoch,fit/loss_step,fit/sigreg_epoch,fit/sigreg_step,hparams/lr_default_0,hparams/lr_linear_probe,lr-AdamW-1,lr-AdamW/pg1,lr-AdamW/pg10,lr-AdamW/pg11,lr-AdamW/pg12,lr-AdamW/pg13,lr-AdamW/pg14,lr-AdamW/pg15,lr-AdamW/pg16,lr-AdamW/pg17,lr-AdamW/pg18,lr-AdamW/pg19,lr-AdamW/pg2,lr-AdamW/pg20,lr-AdamW/pg21,lr-AdamW/pg22,lr-AdamW/pg23,lr-AdamW/pg24,lr-AdamW/pg25,lr-AdamW/pg26,lr-AdamW/pg3,lr-AdamW/pg4,lr-AdamW/pg5,lr-AdamW/pg6,lr-AdamW/pg7,lr-AdamW/pg8,lr-AdamW/pg9,queue/embedding_fill_pct,queue/label_fill_pct,rankme,rankme/condition_number,rankme/entropy,rankme/top_singular_value,step,train/linear_probe_loss_epoch,train/linear_probe_loss_step,validate/inv_epoch,validate/inv_step,validate/loss_epoch,validate/loss_step,validate/sigreg_epoch,validate/sigreg_step
,,,0.0677890032529831,,0.6772727370262146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1447,,,,0.0,,0.0,,0.0
,,,0.0054687499068677425,,0.3515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1448,,,,0.0,,0.0,,0.0
,,,0.0007812500116415322,,0.296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1449,,,,0.0,,0.0,,0.0
,,,0.07722222059965134,,0.6407407522201538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1450,,,,0.0,,0.0,,0.0
,,,0.1004464253783226,,0.984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1451,,,,0.0,,0.0,,0.0
,,,0.087890625,,0.984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1452,,,,0.0,,0.0,,0.0
,,,0.2157200276851654,,0.9828647971153259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1453,,,,0.0,,0.0,,0.0
,,,0.1227678582072258,,0.984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1454,,,,0.0,,0.0,,0.0
,,,0.10546875,,0.96875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1455,,,,0.0,,0.0,,0.0
,,,0.1555895209312439,,0.983702540397644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1456,,,,0.0,,0.0,,0.0
,,,0.0693359375,,0.9765625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1457,,,,0.0,,0.0,,0.0
,,,0.0758928582072258,,0.9453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1458,,,,0.0,,0.0,,0.0
,,,0.11634059250354767,,0.8939645290374756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1459,,,,0.0,,0.0,,0.0
,,,0.0407986119389534,,0.84375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1460,,,,0.0,,0.0,,0.0
,,,0.0434027761220932,,0.8359375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1461,,,,0.0,,0.0,,0.0
,,,0.12840409576892853,,0.9117059707641602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1462,,,,0.0,,0.0,,0.0
,,,0.0633680522441864,,0.9296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1463,,,,0.0,,0.0,,0.0
,,,0.0737847238779068,,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1464,,,,0.0,,0.0,,0.0
,,,0.164682537317276,,0.9598214626312256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1465,,,,0.0,,0.0,,0.0
,,,0.1354166716337204,,0.9921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1466,,,,0.0,,0.0,,0.0
,,,0.10546875,,0.984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1467,,,,0.0,,0.0,,0.0
,,,0.15272381901741028,,0.9090908765792847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1468,,,,0.0,,0.0,,0.0
,,,0.0869140625,,0.953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1469,,,,0.0,,0.0,,0.0
,,,0.0659722238779068,,0.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1470,,,,0.0,,0.0,,0.0
,,,0.0831146091222763,,0.9685039520263672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1471,,,,0.0,,0.0,,0.0
15,0.6084033846855164,0.6138029098510742,,0.8886623978614807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.15196228027344,64198.234375,5.018285751342773,495.99005126953125,3535,,,0.0,,0.0,,0.0,
15,,,,,,0.51577228307724,,0.764350414276123,,12.428732872009277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3535,1.4805662631988525,,,,,,,
,,,,,,,,,,,,,,0.03,1.25338385675145e-05,3.960349166992909e-05,5.280317013510639e-05,5.280317013510639e-05,7.040274142200922e-05,7.040274142200922e-05,9.386883647121365e-05,9.386883647121365e-05,0.00012515696320348585,0.00012515696320348585,0.00016687446551318208,1.25338385675145e-05,0.00016687446551318208,0.00022249780192611101,0.00022249780192611101,0.0002966622504766826,0.0002966622504766826,0.0003955481818774437,0.0003955481818774437,1.6710299331887033e-05,1.6710299331887033e-05,2.2278913684383743e-05,2.2278913684383743e-05,2.970373282104602e-05,2.970373282104602e-05,3.960349166992909e-05,,,,,,,3549,,,,,,,,
16,,,,,,,0.4966725707054138,,0.7461842894554138,,12.4765625,1.2533634617284406e-05,0.029999999329447746,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,3549,,1.4622116088867188,,,,,,
,,,,,,,,,,,,,,0.03,1.2523480415358445e-05,3.957002528338487e-05,5.2758435733317624e-05,5.2758435733317624e-05,7.03429829998944e-05,7.03429829998944e-05,9.378904602199744e-05,9.378904602199744e-05,0.00012505046338480116,0.00012505046338480116,0.00016673235320187275,1.2523480415358445e-05,0.00016673235320187275,0.0002223082062913022,0.0002223082062913022,0.0002964093437438743,0.0002964093437438743,0.00039521086034730306,0.00039521086034730306,1.6696375909282506e-05,1.6696375909282506e-05,2.2260236567847933e-05,2.2260236567847933e-05,2.967871744593517e-05,2.967871744593517e-05,3.957002528338487e-05,,,,,,,3599,,,,,,,,
16,,,,,,,0.5233587622642517,,0.7633489966392517,,12.0,1.25232691061683e-05,0.029999999329447746,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,3599,,1.5593185424804688,,,,,,
,,,,,,,,,,,,,,0.03,1.2512748785263387e-05,3.953535221857561e-05,5.271208836891438e-05,5.271208836891438e-05,7.028106990269923e-05,7.028106990269923e-05,9.370637861441302e-05,9.370637861441302e-05,0.00012494012356336438,0.00012494012356336438,0.00016658511682863286,1.2512748785263387e-05,0.00016658511682863286,0.0002221117745156581,0.0002221117745156581,0.0002961473180983577,0.0002961473180983577,0.00039486137620862354,0.00039486137620862354,1.6681950457831537e-05,1.6681950457831537e-05,2.2240886021255764e-05,2.2240886021255764e-05,2.9652800105821397e-05,2.9652800105821397e-05,3.953535221857561e-05,,,,,,,3649,,,,,,,,
16,,,,,,,0.5233091115951538,,0.7576841115951538,,11.71875,1.2512530702224467e-05,0.029999999329447746,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,3649,,1.4866361618041992,,,,,,
,,,,,,,,,,,,,,0.03,1.2501644346549062e-05,3.9499474638021515e-05,5.266413093252985e-05,5.266413093252985e-05,7.021700599187409e-05,7.021700599187409e-05,9.362083940433378e-05,9.362083940433378e-05,0.00012482595062094626,0.00012482595062094626,0.00016643276557642972,1.2501644346549062e-05,0.00016643276557642972,0.00022190851885040808,0.00022190851885040808,0.0002958761898823787,0.0002958761898823787,0.0003944997512583391,0.0003944997512583391,1.6667023877233346e-05,1.6667023877233346e-05,2.2220863251479113e-05,2.2220863251479113e-05,2.9625982417140126e-05,2.9625982417140126e-05,3.9499474638021515e-05,,,,,,,3699,,,,,,,,
16,,,,,,,0.5024391412734985,,0.7491432428359985,,12.3359375,1.2501418495958205e-05,0.029999999329447746,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,3699,,1.689139485359192,,,,,,
,,,,,,,,,,,,,,0.03,1.2490167791786844e-05,3.9462394779367e-05,5.261456641521547e-05,5.261456641521547e-05,7.015079526301318e-05,7.015079526301318e-05,9.353243372674424e-05,9.353243372674424e-05,0.00012470795167838513,0.00012470795167838513,0.0001662753089472399,1.2490167791786844e-05,0.0001662753089472399,0.00022169845197237998,0.00022169845197237998,0.00029559597600589964,0.00029559597600589964,0.0003941260080505921,0.0003941260080505921,1.6651597098442024e-05,1.6651597098442024e-05,2.2200169507315666e-05,2.2200169507315666e-05,2.9598266052480492e-05,2.9598266052480492e-05,3.9462394779367e-05,,,,,,,3749,,,,,,,,
16,,,,,,,0.5159157514572144,,0.7496803998947144,,11.6875,1.2489934306358919e-05,0.029999999329447746,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,3749,,1.4364179372787476,,,,,,
,,,0.080078125,,0.90625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1472,,,,0.0,,0.0,,0.0
,,,0.1197916641831398,,0.9296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1473,,,,0.0,,0.0,,0.0
,,,0.13127979636192322,,0.9468280076980591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1474,,,,0.0,,0.0,,0.0
,,,0.0830078125,,0.90625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1475,,,,0.0,,0.0,,0.0
,,,0.0685763880610466,,0.921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1476,,,,0.0,,0.0,,0.0
,,,0.11645299196243286,,0.9118589758872986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1477,,,,0.0,,0.0,,0.0
,,,0.04609375074505806,,0.96875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1478,,,,0.0,,0.0,,0.0
,,,0.04765624925494194,,0.9609375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1479,,,,0.0,,0.0,,0.0
,,,0.12161235511302948,,0.9858490228652954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1480,,,,0.0,,0.0,,0.0
,,,0.0685763880610466,,0.921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1481,,,,0.0,,0.0,,0.0
,,,0.083984375,,0.921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1482,,,,0.0,,0.0,,0.0
,,,0.0746527761220932,,0.9453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1483,,,,0.0,,0.0,,0.0
,,,0.16029629111289978,,0.809333324432373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1484,,,,0.0,,0.0,,0.0
,,,0.06718750298023224,,0.9453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1485,,,,0.0,,0.0,,0.0
,,,0.0703125,,0.8984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1486,,,,0.0,,0.0,,0.0
,,,0.1480444073677063,,0.9318394064903259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1487,,,,0.0,,0.0,,0.0
,,,0.0904017835855484,,0.9765625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1488,,,,0.0,,0.0,,0.0
,,,0.078125,,0.9609375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1489,,,,0.0,,0.0,,0.0
,,,0.15259739756584167,,0.9545454978942871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1490,,,,0.0,,0.0,,0.0
,,,0.083984375,,0.9453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1491,,,,0.0,,0.0,,0.0
,,,0.0807291641831398,,0.953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1492,,,,0.0,,0.0,,0.0
,,,0.1243586540222168,,0.9498132467269897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1493,,,,0.0,,0.0,,0.0
,,,0.0546875,,0.9140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1494,,,,0.0,,0.0,,0.0
,,,0.0677083358168602,,0.921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1495,,,,0.0,,0.0,,0.0
,,,0.13729062676429749,,0.9613300561904907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1496,,,,0.0,,0.0,,0.0
,,,0.109375,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1497,,,,0.0,,0.0,,0.0
,,,0.08281250298023224,,0.9765625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1498,,,,0.0,,0.0,,0.0
,,,0.209416002035141,,0.9744654297828674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1499,,,,0.0,,0.0,,0.0
,,,0.1049107164144516,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1500,,,,0.0,,0.0,,0.0
,,,0.0711805522441864,,0.96875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1501,,,,0.0,,0.0,,0.0
,,,0.1857387125492096,,0.9592339396476746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1502,,,,0.0,,0.0,,0.0
,,,0.0904017835855484,,0.9140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1503,,,,0.0,,0.0,,0.0
,,,0.0807291641831398,,0.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1504,,,,0.0,,0.0,,0.0
,,,0.1464696228504181,,0.9211822748184204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1505,,,,0.0,,0.0,,0.0
,,,0.0685763880610466,,0.8984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1506,,,,0.0,,0.0,,0.0
,,,0.068359375,,0.921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1507,,,,0.0,,0.0,,0.0
,,,0.1036457046866417,,0.9105701446533203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1508,,,,0.0,,0.0,,0.0
,,,0.04218750074505806,,0.96875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1509,,,,0.0,,0.0,,0.0
,,,0.05156249925494194,,0.953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1510,,,,0.0,,0.0,,0.0
,,,0.09675213694572449,,0.9615384340286255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1511,,,,0.0,,0.0,,0.0
,,,0.0789930522441864,,0.9296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1512,,,,0.0,,0.0,,0.0
,,,0.0810546875,,0.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1513,,,,0.0,,0.0,,0.0
,,,0.16843435168266296,,0.9579545259475708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1514,,,,0.0,,0.0,,0.0
,,,0.0703125,,0.9453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1515,,,,0.0,,0.0,,0.0
,,,0.06875000149011612,,0.9296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1516,,,,0.0,,0.0,,0.0
,,,0.1516478955745697,,0.9427409172058105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1517,,,,0.0,,0.0,,0.0
,,,0.0870535746216774,,0.984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1518,,,,0.0,,0.0,,0.0
,,,0.0732421875,,0.9765625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1519,,,,0.0,,0.0,,0.0
,,,0.0926339253783226,,0.9609375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1520,,,,0.0,,0.0,,0.0
,,,0.18372702598571777,,0.9881889820098877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1521,,,,0.0,,0.0,,0.0
,,,0.1004464253783226,,0.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1522,,,,0.0,,0.0,,0.0
,,,0.078125,,0.953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1523,,,,0.0,,0.0,,0.0
,,,0.10759897530078888,,0.9396551847457886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1524,,,,0.0,,0.0,,0.0
,,,0.0668402761220932,,0.921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1525,,,,0.0,,0.0,,0.0
,,,0.0668402761220932,,0.953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1526,,,,0.0,,0.0,,0.0
,,,0.15576742589473724,,0.9481114745140076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1527,,,,0.0,,0.0,,0.0
,,,0.1116071417927742,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1528,,,,0.0,,0.0,,0.0
,,,0.0902777761220932,,0.9765625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1529,,,,0.0,,0.0,,0.0
,,,0.2378472089767456,,0.9791666269302368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1530,,,,0.0,,0.0,,0.0
,,,0.0859375,,0.984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1531,,,,0.0,,0.0,,0.0
,,,0.0927734375,,0.9765625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1532,,,,0.0,,0.0,,0.0
,,,0.17372646927833557,,0.9651162624359131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1533,,,,0.0,,0.0,,0.0
,,,0.08203125,,0.921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1534,,,,0.0,,0.0,,0.0
,,,0.0927734375,,0.9453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1535,,,,0.0,,0.0,,0.0
,,,0.14834481477737427,,0.9023598432540894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1536,,,,0.0,,0.0,,0.0
,,,0.0729166641831398,,0.90625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1537,,,,0.0,,0.0,,0.0
,,,0.064453125,,0.8828125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1538,,,,0.0,,0.0,,0.0
,,,0.09454545378684998,,0.8984848260879517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1539,,,,0.0,,0.0,,0.0
,,,0.04453124850988388,,0.9765625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1540,,,,0.0,,0.0,,0.0
,,,0.04765624925494194,,0.953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1541,,,,0.0,,0.0,,0.0
,,,0.14320987462997437,,0.9537037014961243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1542,,,,0.0,,0.0,,0.0
,,,0.0763888880610466,,0.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1543,,,,0.0,,0.0,,0.0
,,,0.0746527761220932,,0.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1544,,,,0.0,,0.0,,0.0
,,,0.16376617550849915,,0.9597054719924927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1545,,,,0.0,,0.0,,0.0
,,,0.0703125,,0.953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1546,,,,0.0,,0.0,,0.0
,,,0.07421875,,0.90625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1547,,,,0.0,,0.0,,0.0
,,,0.14265908300876617,,0.9346829652786255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1548,,,,0.0,,0.0,,0.0
,,,0.0892857164144516,,0.9765625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1549,,,,0.0,,0.0,,0.0
,,,0.076171875,,0.9609375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1550,,,,0.0,,0.0,,0.0
,,,0.17213454842567444,,0.9767441749572754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1551,,,,0.0,,0.0,,0.0
,,,0.0810546875,,0.953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1552,,,,0.0,,0.0,,0.0
,,,0.0830078125,,0.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1553,,,,0.0,,0.0,,0.0
,,,0.18585799634456635,,0.9529430866241455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1554,,,,0.0,,0.0,,0.0
,,,0.05390625074505806,,0.8984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1555,,,,0.0,,0.0,,0.0
,,,0.0642361119389534,,0.9140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1556,,,,0.0,,0.0,,0.0
,,,0.15000000596046448,,0.9776785373687744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1557,,,,0.0,,0.0,,0.0
,,,0.1236979141831398,,0.9765625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1558,,,,0.0,,0.0,,0.0
,,,0.1149553582072258,,0.984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1559,,,,0.0,,0.0,,0.0
,,,0.1664724200963974,,0.941724956035614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1560,,,,0.0,,0.0,,0.0
,,,0.1026785746216774,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1561,,,,0.0,,0.0,,0.0
,,,0.06875000149011612,,0.96875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1562,,,,0.0,,0.0,,0.0
,,,0.09547244012355804,,0.9921259880065918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1563,,,,0.0,,0.0,,0.0
16,0.6203452348709106,0.6520474553108215,,0.9477500319480896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.56610107421875,49740.90625,5.072458267211914,473.7008361816406,3756,,,0.0,,0.0,,0.0,
16,,,,,,0.5103346705436707,,0.7554031014442444,,12.253287315368652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3756,1.5133986473083496,,,,,,,
,,,,,,,,,,,,,,0.03,1.2478319836756577e-05,3.9424114955241236e-05,5.256339790825459e-05,5.256339790825459e-05,7.008244184560544e-05,7.008244184560544e-05,9.344116709540738e-05,9.344116709540738e-05,0.0001245861340951427,0.0001245861340951427,0.00016611275676145688,1.2478319836756577e-05,0.00016611275676145688,0.00022148158698320948,0.00022148158698320948,0.0002953066939455458,0.0002953066939455458,0.00039374016989532693,0.00039374016989532693,1.6635671083608452e-05,1.6635671083608452e-05,2.2178806079411028e-05,2.2178806079411028e-05,2.956965274048107e-05,2.956965274048107e-05,3.9424114955241236e-05,,,,,,,3799,,,,,,,,
17,,,,,,,0.5136776566505432,,0.7564755082130432,,12.140625,1.2478079042921308e-05,0.029999999329447746,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,3799,,1.3726311922073364,,,,,,
,,,,,,,,,,,,,,0.03,1.2466101220401929e-05,3.9384637553113914e-05,5.251062860296955e-05,5.251062860296955e-05,7.001195000277681e-05,7.001195000277681e-05,9.334704520252056e-05,9.334704520252056e-05,0.00012446050546884512,0.00012446050546884512,0.000165945119157278,1.2466101220401929e-05,0.000165945119157278,0.0002212579374085224,0.0002212579374085224,0.00029500836174351424,0.00029500836174351424,0.00039334226085683643,0.00039334226085683643,1.6619246826020297e-05,1.6619246826020297e-05,2.2156774300178217e-05,2.2156774300178217e-05,2.9540144265722034e-05,2.9540144265722034e-05,3.9384637553113914e-05,,,,,,,3849,,,,,,,,
